7622;138.722839453;3.77522615902
7623;138.767945519;2.2570589688
7624;113.769116305;1.66031619655
7625;113.722043776;3.18123215305
7626;88.9397133492;2.59182181623
7627;89.0415052636;1.07448930946
7628;63.8527748785;0.483233140233
7629;63.6879118238;1.99612582341
GS1000v;47.4962579649;2.12342860012
2004h;47.5074847437;3.64052717364
7630;38.8152179666;1.40341508615
7631;38.8330390334;-0.115019664337
7632;13.7388329356;-0.707565500924
7633;13.7340710533;0.81612351626
7634;-11.2156514139;0.222458963308
7635;-11.1741329306;-1.29714204052
310_smpl_0;-11.2510192981;2.18038890336
309_smpl_1;13.6685804574;-2.72706442606
