610a;-9.86336805234;-3.36420077244
604;137.136014389;5.85788505692
605;111.77876755;-0.338414232777
606;86.5629410066;4.58322368035
607;61.7390382491;-1.54821509579
608;36.6231431023;3.3334827098
611;-32.5731858002;-3.86977956803
611a;-32.6695969;1.72436001963
612;-57.5556073403;1.04560223068
612a;-58.1467688915;-4.53174424939
9049;137.12164995;3.80019686813
9050;137.243569846;2.28552812125
9051;86.7540059554;1.04831647492
9052;86.7295790834;2.57061192967
9053;36.6195543895;1.34724590034
9054;36.7590174959;-0.170567930371
9055;-9.72400107841;0.216043403148
9056;-9.68910561544;-1.30631692053
9057;-195.304751602;-5.8538099365
9058;-195.347368467;-4.33194142282
617a;-185.586981243;-2.28868865727
617;-186.080956548;-7.62756252565
610_smpl_0;-9.65183694794;2.296278864
609_smpl_1;11.6081211911;-2.75834869444
