*113663+0000000000000215 21...2+0000000021834205 22...2+0000000010198064 31...6+0000000000111548 51....-000000000005+175 87...6+0000000000000000 
*113664+0000000000000213 21...2+0000000039677368 22...2+0000000010081719 31...6+0000000000393096 51....-000000000005+175 87...6+0000000000000000 
*113665+0000000000000211 21...2+0000000039958279 22...2+0000000010027815 31...6+0000000000891525 51....-000000000005+175 87...6+0000000000000000 
*113666+0000000000000209 21...2+0000000000030240 22...2+0000000010022933 31...6+0000000001494138 51....-000000000005+175 87...6+0000000000000000 
*113667+0000000000000210 21...2+0000000000264768 22...2+0000000010027880 31...6+0000000001194484 51....-000000000005+175 87...6+0000000000000000 
*113668+0000000000000212 21...2+0000000000401818 22...2+0000000010076575 31...6+0000000000642318 51....-000000000005+175 87...6+0000000000000000 
*113669+0000000000000214 21...2+0000000001268795 22...2+0000000010323527 31...6+0000000000145064 51....-000000000005+175 87...6+0000000000000000 
*113670+0000000000000214 21...2+0000000021268843 22...2+0000000029676638 31...6+0000000000145064 51....-000000000005+175 87...6+0000000000000000 
*113671+0000000000000212 21...2+0000000020401845 22...2+0000000029923496 31...6+0000000000642320 51....-000000000005+175 87...6+0000000000000000 
*113672+0000000000000210 21...2+0000000020264741 22...2+0000000029972091 31...6+0000000001194487 51....-000000000005+175 87...6+0000000000000000 
*113673+0000000000000209 21...2+0000000020030247 22...2+0000000029977244 31...6+0000000001494139 51....-000000000005+175 87...6+0000000000000000 
*113674+0000000000000211 21...2+0000000019958293 22...2+0000000029972302 31...6+0000000000891528 51....-000000000005+175 87...6+0000000000000000 
*113675+0000000000000213 21...2+0000000019677434 22...2+0000000029918343 31...6+0000000000393098 51....-000000000005+175 87...6+0000000000000000 
*113676+0000000000000215 21...2+0000000001834190 22...2+0000000029802088 31...6+0000000000111548 51....-000000000005+175 87...6+0000000000000000 
*113677+0000000000000219 21...2+0000000000314185 22...2+0000000029960534 31...6+0000000001112895 51....-000000000005+175 87...6+0000000000000000 
*113678+0000000000000219 21...2+0000000000314174 22...2+0000000029960516 31...6+0000000001112895 51....-000000000005+175 87...6+0000000000000000 
*113679+0000000000000220 21...2+0000000000028577 22...2+0000000029941057 31...6+0000000001371345 51....-000000000005+175 87...6+0000000000000000 
*113680+0000000000000218 21...2+0000000039956701 22...2+0000000029913467 31...6+0000000000861543 51....-000000000005+175 87...6+0000000000000000 
*113681+0000000000000216 21...2+0000000039697665 22...2+0000000029882049 31...6+0000000000362775 51....-000000000005+175 87...6+0000000000000000 
*113682+0000000000000217 21...2+0000000020449299 22...2+0000000010070522 31...6+0000000000613906 51....-000000000005+175 87...6+0000000000000000 
*113683+0000000000000217 21...2+0000000020449318 22...2+0000000010070517 31...6+0000000000613906 51....-000000000005+175 87...6+0000000000000000 
*113684+0000000000000217 21...2+0000000000449322 22...2+0000000029929567 31...6+0000000000613906 51....-000000000005+175 87...6+0000000000000000 
*113685+0000000000000217 21...2+0000000020449302 22...2+0000000010070504 31...6+0000000000613905 51....-000000000005+175 87...6+0000000000000000 
*113686+0000000000000217 21...2+0000000000449315 22...2+0000000029929556 31...6+0000000000613906 51....-000000000005+175 87...6+0000000000000000 
*113687+0000000000000217 21...2+0000000020449304 22...2+0000000010070540 31...6+0000000000613906 51....-000000000005+175 87...6+0000000000000000 
*113688+0000000000000217 21...2+0000000000449331 22...2+0000000029929579 31...6+0000000000613906 51....-000000000005+175 87...6+0000000000000000 
*113689+0000000000007403 21...2+0000000000103465 22...2+0000000010046970 31...6+0000000001492973 51....-000000000005+175 87...6+0000000000001200 
*113690+0000000000007404 21...2+0000000000168206 22...2+0000000010046844 31...6+0000000001492450 51....-000000000005+175 87...6+0000000000001200 
*113691+0000000000007405 21...2+0000000000173070 22...2+0000000010053701 31...6+0000000001192660 51....-000000000005+175 87...6+0000000000001200 
*113692+0000000000007406 21...2+0000000000092083 22...2+0000000010053652 31...6+0000000001192912 51....-000000000005+175 87...6+0000000000001200 
*113693+0000000000007407 21...2+0000000000073222 22...2+0000000010064982 31...6+0000000000891853 51....-000000000005+175 87...6+0000000000001200 
*113694+0000000000007408 21...2+0000000000181816 22...2+0000000010064939 31...6+0000000000891539 51....-000000000005+175 87...6+0000000000001200 
*113695+0000000000007409 21...2+0000000000196052 22...2+0000000010085874 31...6+0000000000641925 51....-000000000005+175 87...6+0000000000001200 
*113696+0000000000007410 21...2+0000000000045196 22...2+0000000010085740 31...6+0000000000642094 51....-000000000005+175 87...6+0000000000001200 
*113697+0000000000007411 21...2+0000000039979810 22...2+0000000010139040 31...6+0000000000392539 51....-000000000005+175 87...6+0000000000001200 
*113698+0000000000007412 21...2+0000000000226586 22...2+0000000010138691 31...6+0000000000391790 51....-000000000005+175 87...6+0000000000001200 
*113699+00000000OGS1500z 21...2+0000000039801814 22...2+0000000010260494 31...6+0000000000280705 51....-000000000005+175 87...6+0000000000001200 
*113700+00000000000h2038 21...2+0000000000742301 22...2+0000000010187483 31...6+0000000000279487 51....-000000000005+175 87...6+0000000000001200 
*113701+0000000000007415 21...2+0000000000365439 22...2+0000000010401755 31...6+0000000000142836 51....-000000000005+175 87...6+0000000000001200 
*113702+0000000000007416 21...2+0000000039689536 22...2+0000000010398606 31...6+0000000000143835 51....-000000000005+175 87...6+0000000000001200 
*113703+0000000000007417 21...2+0000000020753711 22...2+0000000010577326 31...6+0000000000108752 51....-000000000005+175 87...6+0000000000001200 
*113704+0000000000007418 21...2+0000000019860200 22...2+0000000010578672 31...6+0000000000108579 51....-000000000005+175 87...6+0000000000001200 
*110045+0000000000990039 84...6-0000000001108328 85...6-0000000047468440 86...6+0000000000166443 88...6+0000000000000000 
*113713+0000000000000222 21...2+0000000019694616 22...2+0000000010167341 31...6+0000000000368284 51....-000000000005+175 87...6+0000000000000000 
*113714+0000000000000224 21...2+0000000019962059 22...2+0000000010079574 31...6+0000000000889950 51....-000000000005+175 87...6+0000000000000000 
*113715+0000000000000226 21...2+0000000020028212 22...2+0000000010061197 31...6+0000000001387702 51....-000000000005+175 87...6+0000000000000000 
*113716+0000000000000225 21...2+0000000020309259 22...2+0000000010032789 31...6+0000000001138338 51....-000000000005+175 87...6+0000000000000000 
*113717+0000000000000223 21...2+0000000020431379 22...2+0000000010075085 31...6+0000000000634066 51....-000000000005+175 87...6+0000000000000000 
*113718+0000000000000221 21...2+0000000021667691 22...2+0000000010207176 31...6+0000000000121242 51....-000000000005+175 87...6+0000000000000000 
*113719+0000000000000219 21...2+0000000039684253 22...2+0000000010027446 31...6+0000000000393782 51....-000000000005+175 87...6+0000000000000000 
*113720+0000000000000217 21...2+0000000039943657 22...2+0000000010011446 31...6+0000000000892508 51....-000000000005+175 87...6+0000000000000000 
*113721+0000000000000215 21...2+0000000000016950 22...2+0000000009992278 31...6+0000000001397916 51....-000000000005+175 87...6+0000000000000000 
*113722+0000000000000216 21...2+0000000000293042 22...2+0000000010008552 31...6+0000000001143714 51....-000000000005+175 87...6+0000000000000000 
*113723+0000000000000218 21...2+0000000000407549 22...2+0000000010064359 31...6+0000000000644722 51....-000000000005+175 87...6+0000000000000000 
*113724+0000000000000220 21...2+0000000001370728 22...2+0000000010347751 31...6+0000000000136902 51....-000000000005+175 87...6+0000000000000000 
*113725+0000000000000220 21...2+0000000021370793 22...2+0000000029652318 31...6+0000000000136902 51....-000000000005+175 87...6+0000000000000000 
*113726+0000000000000218 21...2+0000000020407610 22...2+0000000029935619 31...6+0000000000644723 51....-000000000005+175 87...6+0000000000000000 
*113727+0000000000000216 21...2+0000000020293010 22...2+0000000029991433 31...6+0000000001143716 51....-000000000005+175 87...6+0000000000000000 
*113728+0000000000000215 21...2+0000000020017002 22...2+0000000030007790 31...6+0000000001397917 51....-000000000005+175 87...6+0000000000000000 
*113729+0000000000000217 21...2+0000000019943667 22...2+0000000029988596 31...6+0000000000892509 51....-000000000005+175 87...6+0000000000000000 
*113730+0000000000000219 21...2+0000000019684315 22...2+0000000029972621 31...6+0000000000393783 51....-000000000005+175 87...6+0000000000000000 
*113731+0000000000000221 21...2+0000000001667759 22...2+0000000029792939 31...6+0000000000121242 51....-000000000005+175 87...6+0000000000000000 
*113732+0000000000000223 21...2+0000000000431451 22...2+0000000029925006 31...6+0000000000634067 51....-000000000005+175 87...6+0000000000000000 
*113733+0000000000000225 21...2+0000000000309301 22...2+0000000029967208 31...6+0000000001138340 51....-000000000005+175 87...6+0000000000000000 
*113734+0000000000000226 21...2+0000000000028252 22...2+0000000029938889 31...6+0000000001387706 51....-000000000005+175 87...6+0000000000000000 
*113735+0000000000000224 21...2+0000000039962113 22...2+0000000029920493 31...6+0000000000889953 51....-000000000005+175 87...6+0000000000000000 
*113736+0000000000000222 21...2+0000000039694700 22...2+0000000029832699 31...6+0000000000368284 51....-000000000005+175 87...6+0000000000000000 
*113737+0000000000000222 21...2+0000000019694633 22...2+0000000010167365 31...6+0000000000368284 51....-000000000005+175 87...6+0000000000000000 
*113738+0000000000000224 21...2+0000000019962087 22...2+0000000010079556 31...6+0000000000889951 51....-000000000005+175 87...6+0000000000000000 
*113739+0000000000000226 21...2+0000000020028227 22...2+0000000010061168 31...6+0000000001387703 51....-000000000005+175 87...6+0000000000000000 
*113740+0000000000000225 21...2+0000000020309259 22...2+0000000010032773 31...6+0000000001138337 51....-000000000005+175 87...6+0000000000000000 
*113741+0000000000000223 21...2+0000000020431377 22...2+0000000010075070 31...6+0000000000634066 51....-000000000005+175 87...6+0000000000000000 
*113742+0000000000000221 21...2+0000000021667719 22...2+0000000010207173 31...6+0000000000121242 51....-000000000005+175 87...6+0000000000000000 
*113743+0000000000000219 21...2+0000000039684261 22...2+0000000010027423 31...6+0000000000393783 51....-000000000005+175 87...6+0000000000000000 
*113744+0000000000000217 21...2+0000000039943649 22...2+0000000010011458 31...6+0000000000892509 51....-000000000005+175 87...6+0000000000000000 
*113745+0000000000000215 21...2+0000000000016957 22...2+0000000009992259 31...6+0000000001397918 51....-000000000005+175 87...6+0000000000000000 
*113746+0000000000000216 21...2+0000000000293008 22...2+0000000010008547 31...6+0000000001143715 51....-000000000005+175 87...6+0000000000000000 
*113747+0000000000000218 21...2+0000000000407552 22...2+0000000010064359 31...6+0000000000644723 51....-000000000005+175 87...6+0000000000000000 
*113748+0000000000000220 21...2+0000000001370745 22...2+0000000010347752 31...6+0000000000136902 51....-000000000005+175 87...6+0000000000000000 
*113749+0000000000000220 21...2+0000000021370798 22...2+0000000029652323 31...6+0000000000136902 51....-000000000005+175 87...6+0000000000000000 
*113750+0000000000000218 21...2+0000000020407595 22...2+0000000029935603 31...6+0000000000644724 51....-000000000005+175 87...6+0000000000000000 
*113751+0000000000000216 21...2+0000000020293026 22...2+0000000029991432 31...6+0000000001143718 51....-000000000005+175 87...6+0000000000000000 
*113752+0000000000000215 21...2+0000000020016976 22...2+0000000030007822 31...6+0000000001397920 51....-000000000005+175 87...6+0000000000000000 
*113753+0000000000000217 21...2+0000000019943673 22...2+0000000029988601 31...6+0000000000892511 51....-000000000005+175 87...6+0000000000000000 
*113754+0000000000000219 21...2+0000000019684313 22...2+0000000029972632 31...6+0000000000393783 51....-000000000005+175 87...6+0000000000000000 
*113755+0000000000000221 21...2+0000000001667743 22...2+0000000029792883 31...6+0000000000121242 51....-000000000005+175 87...6+0000000000000000 
*113756+0000000000000223 21...2+0000000000431464 22...2+0000000029924994 31...6+0000000000634068 51....-000000000005+175 87...6+0000000000000000 
*113757+0000000000000225 21...2+0000000000309323 22...2+0000000029967200 31...6+0000000001138340 51....-000000000005+175 87...6+0000000000000000 
*113758+0000000000000226 21...2+0000000000028249 22...2+0000000029938886 31...6+0000000001387706 51....-000000000005+175 87...6+0000000000000000 
*113759+0000000000000224 21...2+0000000039962067 22...2+0000000029920485 31...6+0000000000889953 51....-000000000005+175 87...6+0000000000000000 
*113760+0000000000000222 21...2+0000000039694684 22...2+0000000029832695 31...6+0000000000368284 51....-000000000005+175 87...6+0000000000000000 
*113761+0000000000000222 21...2+0000000019694622 22...2+0000000010167336 31...6+0000000000368284 51....-000000000005+175 87...6+0000000000000000 
*113762+0000000000000224 21...2+0000000019962032 22...2+0000000010079569 31...6+0000000000889951 51....-000000000005+175 87...6+0000000000000000 
*113763+0000000000000226 21...2+0000000020028217 22...2+0000000010061173 31...6+0000000001387703 51....-000000000005+175 87...6+0000000000000000 
*113764+0000000000000225 21...2+0000000020309287 22...2+0000000010032780 31...6+0000000001138338 51....-000000000005+175 87...6+0000000000000000 
*113765+0000000000000223 21...2+0000000020431370 22...2+0000000010075046 31...6+0000000000634066 51....-000000000005+175 87...6+0000000000000000 
*113766+0000000000000221 21...2+0000000021667707 22...2+0000000010207157 31...6+0000000000121242 51....-000000000005+175 87...6+0000000000000000 
*113767+0000000000000219 21...2+0000000039684269 22...2+0000000010027414 31...6+0000000000393783 51....-000000000005+175 87...6+0000000000000000 
*113768+0000000000000217 21...2+0000000039943667 22...2+0000000010011455 31...6+0000000000892510 51....-000000000005+175 87...6+0000000000000000 
*113769+0000000000000215 21...2+0000000000016984 22...2+0000000009992267 31...6+0000000001397918 51....-000000000005+175 87...6+0000000000000000 
*113770+0000000000000216 21...2+0000000000292996 22...2+0000000010008553 31...6+0000000001143715 51....-000000000005+175 87...6+0000000000000000 
*113771+0000000000000218 21...2+0000000000407541 22...2+0000000010064349 31...6+0000000000644723 51....-000000000005+175 87...6+0000000000000000 
*113772+0000000000000220 21...2+0000000001370749 22...2+0000000010347763 31...6+0000000000136902 51....-000000000005+175 87...6+0000000000000000 
*113773+0000000000000220 21...2+0000000021370803 22...2+0000000029652333 31...6+0000000000136902 51....-000000000005+175 87...6+0000000000000000 
*113774+0000000000000218 21...2+0000000020407615 22...2+0000000029935655 31...6+0000000000644724 51....-000000000005+175 87...6+0000000000000000 
*113775+0000000000000216 21...2+0000000020292993 22...2+0000000029991430 31...6+0000000001143718 51....-000000000005+175 87...6+0000000000000000 
*113776+0000000000000215 21...2+0000000020016975 22...2+0000000030007825 31...6+0000000001397918 51....-000000000005+175 87...6+0000000000000000 
*113777+0000000000000217 21...2+0000000019943693 22...2+0000000029988602 31...6+0000000000892511 51....-000000000005+175 87...6+0000000000000000 
*113778+0000000000000219 21...2+0000000019684308 22...2+0000000029972679 31...6+0000000000393783 51....-000000000005+175 87...6+0000000000000000 
*113779+0000000000000221 21...2+0000000001667765 22...2+0000000029792905 31...6+0000000000121242 51....-000000000005+175 87...6+0000000000000000 
*113780+0000000000000223 21...2+0000000000431462 22...2+0000000029925005 31...6+0000000000634068 51....-000000000005+175 87...6+0000000000000000 
*113781+0000000000000225 21...2+0000000000309320 22...2+0000000029967205 31...6+0000000001138340 51....-000000000005+175 87...6+0000000000000000 
*113782+0000000000000226 21...2+0000000000028272 22...2+0000000029938865 31...6+0000000001387706 51....-000000000005+175 87...6+0000000000000000 
*113783+0000000000000224 21...2+0000000039962068 22...2+0000000029920492 31...6+0000000000889953 51....-000000000005+175 87...6+0000000000000000 
*113784+0000000000000222 21...2+0000000039694682 22...2+0000000029832714 31...6+0000000000368285 51....-000000000005+175 87...6+0000000000000000 
*113785+0000000000007419 21...2+0000000000102980 22...2+0000000010021254 31...6+0000000001397363 51....-000000000005+175 87...6+0000000000001200 
*113786+0000000000007420 21...2+0000000000172199 22...2+0000000010021309 31...6+0000000001397053 51....-000000000005+175 87...6+0000000000001200 
*113787+0000000000007421 21...2+0000000000093027 22...2+0000000010030791 31...6+0000000001143054 51....-000000000005+175 87...6+0000000000001200 
*113788+0000000000007422 21...2+0000000000177686 22...2+0000000010030801 31...6+0000000001142297 51....-000000000005+175 87...6+0000000000001200 
*113789+0000000000007423 21...2+0000000000186356 22...2+0000000010046222 31...6+0000000000891454 51....-000000000005+175 87...6+0000000000001200 
*113790+0000000000007424 21...2+0000000000077918 22...2+0000000010046264 31...6+0000000000891678 51....-000000000005+175 87...6+0000000000001200 
*113791+0000000000007425 21...2+0000000000050389 22...2+0000000010072208 31...6+0000000000643126 51....-000000000005+175 87...6+0000000000001200 
*113792+0000000000007426 21...2+0000000000201137 22...2+0000000010072271 31...6+0000000000642439 51....-000000000005+175 87...6+0000000000001200 
*113793+0000000000007427 21...2+0000000000235652 22...2+0000000010131747 31...6+0000000000391780 51....-000000000005+175 87...6+0000000000001200 
*113794+0000000000007428 21...2+0000000039989331 22...2+0000000010131720 31...6+0000000000392155 51....-000000000005+175 87...6+0000000000001200 
*113795+00000000000h0039 21...2+0000000000581266 22...2+0000000010125849 31...6+0000000000385043 51....-000000000005+175 87...6+0000000000001200 
*113796+0000000000007429 21...2+0000000000408226 22...2+0000000010435808 31...6+0000000000133163 51....-000000000005+175 87...6+0000000000001200 
*113797+0000000000007430 21...2+0000000039682619 22...2+0000000010432435 31...6+0000000000134005 51....-000000000005+175 87...6+0000000000001200 
*113798+0000000000007431 21...2+0000000020672280 22...2+0000000010537505 31...6+0000000000118587 51....-000000000005+175 87...6+0000000000001200 
*113799+0000000000007432 21...2+0000000019854623 22...2+0000000010535964 31...6+0000000000118895 51....-000000000005+175 87...6+0000000000001200 
*110046+0000000000990040 84...6-0000000001143832 85...6-0000000048983008 86...6+0000000000161770 88...6+0000000000000000 
*113808+0000000000000228 21...2+0000000019696397 22...2+0000000010174351 31...6+0000000000373820 51....-000000000007+175 87...6+0000000000000000 
*113809+0000000000000230 21...2+0000000019956909 22...2+0000000010093797 31...6+0000000000874445 51....-000000000007+175 87...6+0000000000000000 
*113810+0000000000000232 21...2+0000000020025978 22...2+0000000010055143 31...6+0000000001373260 51....-000000000007+175 87...6+0000000000000000 
*113811+0000000000000231 21...2+0000000020312597 22...2+0000000010039089 31...6+0000000001124484 51....-000000000007+175 87...6+0000000000000000 
*113812+0000000000000229 21...2+0000000020441817 22...2+0000000010061183 31...6+0000000000623974 51....-000000000007+175 87...6+0000000000000000 
*113813+0000000000000227 21...2+0000000021612912 22...2+0000000010231405 31...6+0000000000125631 51....-000000000007+175 87...6+0000000000000000 
*113814+0000000000000225 21...2+0000000039667097 22...2+0000000010019673 31...6+0000000000378108 51....-000000000007+175 87...6+0000000000000000 
*113815+0000000000000223 21...2+0000000039946465 22...2+0000000010020229 31...6+0000000000882035 51....-000000000007+175 87...6+0000000000000000 
*113816+0000000000000221 21...2+0000000000018785 22...2+0000000009996851 31...6+0000000001397529 51....-000000000007+175 87...6+0000000000000000 
*113817+0000000000000222 21...2+0000000000294916 22...2+0000000010027801 31...6+0000000001148076 51....-000000000007+175 87...6+0000000000000000 
*113818+0000000000000224 21...2+0000000000415374 22...2+0000000010065363 31...6+0000000000626071 51....-000000000007+175 87...6+0000000000000000 
*113819+0000000000000226 21...2+0000000001446986 22...2+0000000010420231 31...6+0000000000130579 51....-000000000007+175 87...6+0000000000000000 
*113820+0000000000000226 21...2+0000000021447025 22...2+0000000029579736 31...6+0000000000130580 51....-000000000007+175 87...6+0000000000000000 
*113821+0000000000000224 21...2+0000000020415363 22...2+0000000029934677 31...6+0000000000626074 51....-000000000007+175 87...6+0000000000000000 
*113822+0000000000000222 21...2+0000000020294890 22...2+0000000029972237 31...6+0000000001148079 51....-000000000007+175 87...6+0000000000000000 
*113823+0000000000000221 21...2+0000000020018751 22...2+0000000030003305 31...6+0000000001397528 51....-000000000007+175 87...6+0000000000000000 
*113824+0000000000000223 21...2+0000000019946416 22...2+0000000029979928 31...6+0000000000882036 51....-000000000007+175 87...6+0000000000000000 
*113825+0000000000000225 21...2+0000000019667068 22...2+0000000029980465 31...6+0000000000378109 51....-000000000007+175 87...6+0000000000000000 
*113826+0000000000000227 21...2+0000000001612931 22...2+0000000029768666 31...6+0000000000125631 51....-000000000007+175 87...6+0000000000000000 
*113827+0000000000000229 21...2+0000000000441797 22...2+0000000029938957 31...6+0000000000623976 51....-000000000007+175 87...6+0000000000000000 
*113828+0000000000000231 21...2+0000000000312595 22...2+0000000029960937 31...6+0000000001124485 51....-000000000007+175 87...6+0000000000000000 
*113829+0000000000000232 21...2+0000000000025997 22...2+0000000029944860 31...6+0000000001373261 51....-000000000007+175 87...6+0000000000000000 
*113830+0000000000000230 21...2+0000000039956845 22...2+0000000029906220 31...6+0000000000874446 51....-000000000007+175 87...6+0000000000000000 
*113831+0000000000000228 21...2+0000000039696383 22...2+0000000029825617 31...6+0000000000373820 51....-000000000007+175 87...6+0000000000000000 
*113832+0000000000000228 21...2+0000000019696391 22...2+0000000010174331 31...6+0000000000373820 51....-000000000007+175 87...6+0000000000000000 
*113833+0000000000000230 21...2+0000000019956910 22...2+0000000010093779 31...6+0000000000874446 51....-000000000007+175 87...6+0000000000000000 
*113834+0000000000000232 21...2+0000000020025961 22...2+0000000010055127 31...6+0000000001373260 51....-000000000007+175 87...6+0000000000000000 
*113835+0000000000000231 21...2+0000000020312619 22...2+0000000010039130 31...6+0000000001124484 51....-000000000007+175 87...6+0000000000000000 
*113836+0000000000000229 21...2+0000000020441794 22...2+0000000010061136 31...6+0000000000623975 51....-000000000007+175 87...6+0000000000000000 
*113837+0000000000000227 21...2+0000000021612936 22...2+0000000010231390 31...6+0000000000125631 51....-000000000007+175 87...6+0000000000000000 
*113838+0000000000000225 21...2+0000000039667084 22...2+0000000010019640 31...6+0000000000378108 51....-000000000007+175 87...6+0000000000000000 
*113839+0000000000000223 21...2+0000000039946432 22...2+0000000010020235 31...6+0000000000882035 51....-000000000007+175 87...6+0000000000000000 
*113840+0000000000000221 21...2+0000000000018765 22...2+0000000009996835 31...6+0000000001397529 51....-000000000007+175 87...6+0000000000000000 
*113841+0000000000000222 21...2+0000000000294919 22...2+0000000010027794 31...6+0000000001148078 51....-000000000007+175 87...6+0000000000000000 
*113842+0000000000000224 21...2+0000000000415370 22...2+0000000010065368 31...6+0000000000626071 51....-000000000007+175 87...6+0000000000000000 
*113843+0000000000000226 21...2+0000000001446983 22...2+0000000010420237 31...6+0000000000130579 51....-000000000007+175 87...6+0000000000000000 
*113844+0000000000000226 21...2+0000000021447010 22...2+0000000029579736 31...6+0000000000130579 51....-000000000007+175 87...6+0000000000000000 
*113845+0000000000000224 21...2+0000000020415363 22...2+0000000029934660 31...6+0000000000626074 51....-000000000007+175 87...6+0000000000000000 
*113846+0000000000000222 21...2+0000000020294874 22...2+0000000029972216 31...6+0000000001148080 51....-000000000007+175 87...6+0000000000000000 
*113847+0000000000000221 21...2+0000000020018748 22...2+0000000030003295 31...6+0000000001397530 51....-000000000007+175 87...6+0000000000000000 
*113848+0000000000000223 21...2+0000000019946389 22...2+0000000029979897 31...6+0000000000882037 51....-000000000007+175 87...6+0000000000000000 
*113849+0000000000000225 21...2+0000000019667076 22...2+0000000029980400 31...6+0000000000378110 51....-000000000007+175 87...6+0000000000000000 
*113850+0000000000000227 21...2+0000000001612932 22...2+0000000029768607 31...6+0000000000125631 51....-000000000007+175 87...6+0000000000000000 
*113851+0000000000000229 21...2+0000000000441788 22...2+0000000029938976 31...6+0000000000623977 51....-000000000007+175 87...6+0000000000000000 
*113852+0000000000000231 21...2+0000000000312589 22...2+0000000029960955 31...6+0000000001124488 51....-000000000007+175 87...6+0000000000000000 
*113853+0000000000000232 21...2+0000000000025995 22...2+0000000029944899 31...6+0000000001373263 51....-000000000007+175 87...6+0000000000000000 
*113854+0000000000000230 21...2+0000000039956838 22...2+0000000029906242 31...6+0000000000874449 51....-000000000007+175 87...6+0000000000000000 
*113855+0000000000000228 21...2+0000000039696380 22...2+0000000029825618 31...6+0000000000373821 51....-000000000007+175 87...6+0000000000000000 
*113856+0000000000000228 21...2+0000000019696367 22...2+0000000010174336 31...6+0000000000373821 51....-000000000007+175 87...6+0000000000000000 
*113857+0000000000000230 21...2+0000000019956877 22...2+0000000010093765 31...6+0000000000874447 51....-000000000007+175 87...6+0000000000000000 
*113858+0000000000000232 21...2+0000000020025992 22...2+0000000010055059 31...6+0000000001373262 51....-000000000007+175 87...6+0000000000000000 
*113859+0000000000000231 21...2+0000000020312623 22...2+0000000010039071 31...6+0000000001124486 51....-000000000007+175 87...6+0000000000000000 
*113860+0000000000000229 21...2+0000000020441800 22...2+0000000010061096 31...6+0000000000623975 51....-000000000007+175 87...6+0000000000000000 
*113861+0000000000000227 21...2+0000000021612919 22...2+0000000010231341 31...6+0000000000125631 51....-000000000007+175 87...6+0000000000000000 
*113862+0000000000000225 21...2+0000000039667083 22...2+0000000010019588 31...6+0000000000378108 51....-000000000007+175 87...6+0000000000000000 
*113863+0000000000000223 21...2+0000000039946438 22...2+0000000010020168 31...6+0000000000882036 51....-000000000007+175 87...6+0000000000000000 
*113864+0000000000000221 21...2+0000000000018768 22...2+0000000009996712 31...6+0000000001397530 51....-000000000007+175 87...6+0000000000000000 
*113865+0000000000000222 21...2+0000000000294936 22...2+0000000010027727 31...6+0000000001148077 51....-000000000007+175 87...6+0000000000000000 
*113866+0000000000000224 21...2+0000000000415367 22...2+0000000010065335 31...6+0000000000626072 51....-000000000007+175 87...6+0000000000000000 
*113867+0000000000000226 21...2+0000000001446996 22...2+0000000010420215 31...6+0000000000130579 51....-000000000007+175 87...6+0000000000000000 
*113868+0000000000000226 21...2+0000000021447030 22...2+0000000029579724 31...6+0000000000130579 51....-000000000007+175 87...6+0000000000000000 
*113869+0000000000000224 21...2+0000000020415374 22...2+0000000029934659 31...6+0000000000626074 51....-000000000007+175 87...6+0000000000000000 
*113870+0000000000000222 21...2+0000000020294894 22...2+0000000029972223 31...6+0000000001148080 51....-000000000007+175 87...6+0000000000000000 
*113871+0000000000000221 21...2+0000000020018774 22...2+0000000030003279 31...6+0000000001397533 51....-000000000007+175 87...6+0000000000000000 
*113872+0000000000000223 21...2+0000000019946401 22...2+0000000029979900 31...6+0000000000882037 51....-000000000007+175 87...6+0000000000000000 
*113873+0000000000000225 21...2+0000000019667078 22...2+0000000029980397 31...6+0000000000378109 51....-000000000007+175 87...6+0000000000000000 
*113874+0000000000000227 21...2+0000000001612944 22...2+0000000029768643 31...6+0000000000125631 51....-000000000007+175 87...6+0000000000000000 
*113875+0000000000000229 21...2+0000000000441791 22...2+0000000029938998 31...6+0000000000623977 51....-000000000007+175 87...6+0000000000000000 
*113876+0000000000000231 21...2+0000000000312588 22...2+0000000029960981 31...6+0000000001124488 51....-000000000007+175 87...6+0000000000000000 
*113877+0000000000000232 21...2+0000000000026012 22...2+0000000029944907 31...6+0000000001373264 51....-000000000007+175 87...6+0000000000000000 
*113878+0000000000000230 21...2+0000000039956840 22...2+0000000029906273 31...6+0000000000874448 51....-000000000007+175 87...6+0000000000000000 
*113879+0000000000000228 21...2+0000000039696370 22...2+0000000029825634 31...6+0000000000373821 51....-000000000007+175 87...6+0000000000000000 
*113880+0000000000007433 21...2+0000000000104976 22...2+0000000010024331 31...6+0000000001397387 51....-000000000007+175 87...6+0000000000001200 
*113881+0000000000007434 21...2+0000000000174196 22...2+0000000010024291 31...6+0000000001397433 51....-000000000007+175 87...6+0000000000001200 
*113882+0000000000007435 21...2+0000000000180251 22...2+0000000010034291 31...6+0000000001147571 51....-000000000007+175 87...6+0000000000001200 
*113883+0000000000007436 21...2+0000000000095985 22...2+0000000010034401 31...6+0000000001148543 51....-000000000007+175 87...6+0000000000001200 
*113884+0000000000007437 21...2+0000000000080740 22...2+0000000010051287 31...6+0000000000882264 51....-000000000007+175 87...6+0000000000001200 
*113885+0000000000007438 21...2+0000000000190491 22...2+0000000010051285 31...6+0000000000882126 51....-000000000007+175 87...6+0000000000001200 
*113886+0000000000007439 21...2+0000000000208527 22...2+0000000010081026 31...6+0000000000626583 51....-000000000007+175 87...6+0000000000001200 
*113887+0000000000007440 21...2+0000000000054304 22...2+0000000010080716 31...6+0000000000627253 51....-000000000007+175 87...6+0000000000001200 
*113888+0000000000007441 21...2+0000000039992084 22...2+0000000010149863 31...6+0000000000377334 51....-000000000007+175 87...6+0000000000001200 
