Файл стоянки;Общее расстояние;Количество общих точек;Среднее расстояние
0000002_0990002.csv;0.0007777391605410269:4:0.00019443479013525673
0000003_0990003.csv;0.0013935346624211462:4:0.00034838366560528656
0000004_0990004.csv;0.000969961219458201:4:0.00024249030486455026
0000005_0990005.csv;0.0013040306583864613:4:0.00032600766459661533
0000006_990005r.csv;0.000425505979954746:2:0.000212752989977373
0000007_0990006.csv;0.0012509103614527248:4:0.0003127275903631812
0000008_0990007.csv;0.00015394136843372718:3:5.131378947790906e-05
0000009_0990008.csv;0.000861056697376621:3:0.00028701889912554035
0000010_0990009.csv;0.0008282796667627649:3:0.00027609322225425497
0000011_0990010.csv;0.001284984131184324:3:0.00042832804372810795
0000012_0990011.csv;0.0025113709355320643:6:0.00041856182258867737
0000013_0990012.csv;0.002660818834763798:5:0.0005321637669527596
0000014_0990013.csv;0.0011627923212114855:4:0.0002906980803028714
0000015_0990015.csv;0.0021082867820371764:4:0.0005270716955092941
0000016_0990016.csv;0.0010986270363876637:4:0.00027465675909691593
0000017_990016r.csv;0.0008155415715902982:3:0.00027184719053009943
0000018_0990017.csv;0.0012388821340014304:4:0.0003097205335003576
0000019_0990018.csv;0.0009946175384884896:4:0.0002486543846221224
0000020_0990019.csv;0.0015908235091252445:4:0.0003977058772813111
0000021_0990020.csv;0.0016342846627705441:4:0.00040857116569263603
0000022_0990021.csv;0.0006979578871228345:4:0.00017448947178070863
0000023_0990022.csv;0.0006015495227251029:4:0.00015038738068127574
0000024_0990023.csv;0.0004470694552223984:3:0.00014902315174079945
0000025_0990024.csv;0.0007328971203373497:4:0.00018322428008433743
0000026_0990025.csv;0.0004377349910382124:4:0.0001094337477595531
0000027_0990026.csv;0.0005575974377923206:4:0.00013939935944808014
0000028_0990027.csv;0.0005321989894961656:4:0.0001330497473740414
0000029_0990028.csv;0.00032616023147717736:4:8.154005786929434e-05
0000030_0990029.csv;0.000675498202779582:4:0.0001688745506948955
0000031_0990030.csv;0.0005927780684680474:4:0.00014819451711701185
0000032_0990031.csv;0.001054493928724785:4:0.0002636234821811963
0000033_0990032.csv;0.0006726565884647998:4:0.00016816414711619994
0000034_0990033.csv;0.00048614387020958036:4:0.00012153596755239509
0000035_0990034.csv;0.0016898505707841356:4:0.0004224626426960339
0000036_0990035.csv;0.0008895053970503908:4:0.0002223763492625977
0000037_0990036.csv;0.0005687990946967902:4:0.00014219977367419754
0000038_0990037.csv;0.001583349003530942:5:0.0003166698007061884
0000039_0990038.csv;0.0010197333103466814:4:0.00025493332758667035
0000040_0990039.csv;0.0006172493023837677:4:0.00015431232559594193
0000041_0990040.csv;0.0009715329299976699:4:0.00024288323249941748
0000042_0990041.csv;0.001012027804790354:4:0.0002530069511975885
0000043_0990042.csv;0.0011215963703970415:4:0.00028039909259926037
0000044_0990043.csv;0.0005831541557936751:4:0.00014578853894841877
0000045_0990044.csv;0.000930953890193263:4:0.00023273847254831574
0000046_990044r.csv;1.1248670151286836e-05:2:5.624335075643418e-06
0000047_0990045.csv;0.012556582998728647:5:0.002511316599745729
0000048_0990046.csv;0.0011763793320791356:4:0.0002940948330197839
0000049_0990047.csv;0.0004900661906130734:4:0.00012251654765326836
0000050_0990048.csv;0.0006325184336184689:4:0.00015812960840461723
0000051_990048r.csv;0.020710526189828722:4:0.0051776315474571805
0000052_0990049.csv;0.0007324082133138377:4:0.00018310205332845942
0000053_0990050.csv;0.00036891568005316356:4:9.222892001329089e-05
0000054_0990051.csv;0.0036682170581275424:5:0.0007336434116255085
0000055_0990052.csv;0.0008287314121350187:4:0.00020718285303375467
0000056_990052r.csv;0.00026052722926080054:3:8.684240975360018e-05
0000057_0990053.csv;0.0013722348930997974:4:0.00034305872327494935
0000058_0990054.csv;0.0007667645030364071:4:0.00019169112575910177
0000059_990054r.csv;0.005432662151206396:3:0.0018108873837354652
0000060_0990055.csv;0.0011656367470831053:4:0.0002914091867707763
0000061_0990056.csv;0.0007632081701704063:4:0.00019080204254260158
0000062_0990057.csv;0.0010464227848925292:4:0.0002616056962231323
0000063_0990058.csv;0.0007973077318001022:4:0.00019932693295002555
0000064_0990059.csv;0.0010503632074672345:4:0.0002625908018668086
0000065_0990060.csv;0.001035226819475979:4:0.00025880670486899476
0000066_0990061.csv;0.0007150393626892008:4:0.0001787598406723002
0000067_0990062.csv;0.000874770315602474:4:0.0002186925789006185
0000068_0990063.csv;0.0006248875068085968:4:0.0001562218767021492
0000069_990063r.csv;0.0005712639615398696:5:0.00011425279230797391
0000070_0990064.csv;0.0015138142739793163:4:0.00037845356849482907
0000071_0990065.csv;0.0016563052617547382:5:0.00033126105235094764
0000072_0990066.csv;0.0012917895296210439:5:0.00025835790592420877
0000073_0990067.csv;0.0006797135045348703:4:0.0001699283761337176
0000074_067rail.csv;0.0008472822752702069:4:0.00021182056881755172
0000075_0990068.csv;0.0011157711585766893:4:0.00027894278964417233
0000076_0990069.csv;0.0007539018352857774:4:0.00018847545882144434
0000077_0000070.csv;0.0004640550272580594:4:0.00011601375681451485
0000078_0990071.csv;0.00047037938721774847:4:0.00011759484680443712
0000079_0990072.csv;0.0007589647779108046:4:0.00018974119447770114
0000080_0990073.csv;0.0009579663276258171:4:0.00023949158190645427
0000081_0990074.csv;0.0002750407115079211:3:9.168023716930704e-05
0000082_0990075.csv;0.000919492325627129:4:0.00022987308140678226
0000083_0990076.csv;0.0010291657067262863:4:0.00025729142668157157
0000084_0990077.csv;0.0006085426984210839:3:0.0002028475661403613
0000085_GS4500v.csv;0.0009410617163156157:3:0.0003136872387718719
