Файл стоянки;Общее расстояние;Количество общих точек;Среднее расстояние
0000086_0990078.csv;0.0015230744768702704:4:0.0003807686192175676
0000087_0770079.csv;0.0009130632504534213:4:0.00022826581261335533
0000088_0770080.csv;0.0010010535985092422:4:0.00025026339962731054
0000089_0770081.csv;0.000966831235026331:4:0.00024170780875658275
0000090_0770082.csv;0.0010111986752428148:4:0.0002527996688107037
0000091_0770083.csv;0.0014963463306471613:4:0.0003740865826617903
0000092_0770084.csv;0.0010138209492759084:4:0.0002534552373189771
0000093_770084r.csv;1.88595393465664e-05:2:9.4297696732832e-06
0000094_0770085.csv;0.0003819207926609706:3:0.0001273069308869902
0000095_0770086.csv;0.0012231381535174886:4:0.00030578453837937214
0000096_0770087.csv;0.0008879473091767821:4:0.00022198682729419552
0000097_0770088.csv;0.0004998055151382884:4:0.0001249513787845721
0000098_770088r.csv;5.121768444012759e-05:3:1.707256148004253e-05
0000099_0770089.csv;0.0013350978434093818:4:0.00033377446085234544
0000100_0770090.csv;0.0009644684209573113:4:0.00024111710523932783
0000101_0770091.csv;0.0005583344926735821:4:0.00013958362316839553
0000102_0770092.csv;0.0015652263851615583:4:0.0003913065962903896
0000103_0770093.csv;0.001016664747454741:4:0.00025416618686368523
0000104_770093r.csv;0.0001774920233815733:3:5.916400779385777e-05
0000105_0770094.csv;0.0010793192339333384:4:0.0002698298084833346
0000106_0770095.csv;0.0007037554202555967:4:0.00017593885506389918
0000107_0770096.csv;0.0005300112353352806:4:0.00013250280883382015
0000108_770096r.csv;4.357981952291295e-05:2:2.1789909761456474e-05
0000109_0770097.csv;0.0005348553125411064:4:0.0001337138281352766
0000110_0770098.csv;0.0007583276963512449:4:0.00018958192408781124
0000111_990099c.csv;0.0017974422529076827:4:0.00044936056322692066
0000112_990100c.csv;0.0012442009203524555:4:0.00031105023008811387
0000113_990101c.csv;0.0006170176476735786:3:0.0002056725492245262
0000114_990102c.csv;0.0007493908064915208:5:0.00014987816129830416
0000115_990103c.csv;0.000701365068359141:4:0.00017534126708978524
0000116_990104c.csv;0.0008431106574605443:4:0.00021077766436513608
0000117_990105c.csv;0.0005400083045433699:4:0.00013500207613584248
0000118_0770106.csv;0.0009644654837300429:4:0.00024111637093251071
0000119_0770107.csv;0.008935471568435993:6:0.0014892452614059988
0000120_0770108.csv;0.0035008459806082203:5:0.000700169196121644
0000121_0770109.csv;0.0009311835797211153:4:0.00023279589493027883
