;Num;X;Y;Dist
1803;476;-11610.523042932693;-382.2206241398021;0.00021070253582376684
1804;479;-11685.4988949231;-390.2599974759105;
1805;8048;-11559.480676585259;-384.0421971699309;
1806;474_smpl_1;-11559.686054890382;-380.5054105045514;
1807;475;-11584.506472898747;-386.85432642995164;0.0008911918813036025
1808;8036;-11409.698494101856;-377.54999199035495;
1809;8047;-11534.570502188815;-381.69666222354397;
1810;468;-11409.705953755363;-375.47940126123615;
1811;8038;-11434.504058503739;-379.8935032690561;
1812;8040;-11459.54450081648;-379.20868256969635;
1813;8042;-11484.497797203281;-381.5550782073008;
1814;473_smpl_0;-11534.489654847;-385.2405437166105;
1815;8037;-11409.603381804334;-379.067170692072;
1816;478;-11660.581336309308;-383.86999286714183;4.0159726682313007e-08
1817;8049;-11559.544661215697;-382.524400479825;
1818;8039;-11434.567581940904;-378.3761822863153;
1819;8055;-11610.127084259499;-385.7267814022583;
1820;8050;-11559.545660688407;-382.52452394565154;
1821;482;-11760.585108979223;-387.2144342948544;0.0002755156042661931
1822;8054;-11610.541969554102;-384.22055481875805;
1823;484;-11810.554260010169;-388.79449923383856;2.5652712259908128e-08
1824;481;-11735.450184888352;-391.9224250400629;0.00043858272561987064
1825;485;-11835.92679997376;-395.2933392654584;
1826;8060;-11685.48610348925;-388.2326443162019;
1827;479_smpl_0;-11685.49861167435;-390.2597574887832;
1828;8059;-11660.462768059155;-387.39114851339644;
1829;8056;-11635.509200355096;-386.5700295174418;
1830;h5300h;-11664.869577786027;-383.9626149538618;
1831;8057;-11635.539985471703;-385.0500764994722;
1832;483;-11785.499711700884;-393.5891340629843;0.00029969696667758467
1833;8052;-11584.485866901698;-384.8723384352285;
1834;8062;-11710.463293160621;-389.05457913819043;
1835;8051;-11559.461844738224;-384.042721476431;
1836;8063;-11710.644480114743;-387.54080722544757;
1837;8061;-11685.523690849594;-386.71396798434;
1838;8053;-11584.524055238757;-383.3529805847445;
1839;480_smpl_1;-11710.600811078439;-385.4894575804629;
1840;8058;-11660.54065500084;-385.87295710312236;
1841;474;-11559.685834743836;-380.50640925243715;
1842;491;-11988.536056178049;-400.30505087553183;
1843;480;-11710.600856379146;-385.49080398180604;
1844;485_smpl_0;-11835.926847892591;-395.2925895477013;
1845;489;-11963.617414094664;-393.9553670219809;0.00012962032367924164
1846;487;-11887.523276240387;-396.8917775298959;5.6720723328730525e-08
1847;486_smpl_1;-11861.134445076388;-390.5231267448798;
1848;488;-11938.479931225409;-398.61532469851653;0.00025224374825840026
1849;8064;-11710.641900442615;-387.5437144260764;
1850;8072;-11810.601720632265;-390.8594094345504;
1851;8067;-11735.622186884564;-388.37149589800174;
1852;8077;-11861.107493438878;-392.53598746377753;
1853;8070;-11785.585786732336;-391.5522968663875;
1854;8065;-11710.457857971918;-389.0628382773324;
1855;486_smpl_0;-11861.13435936952;-390.5233338795584;
1856;8066;-11735.458362292919;-389.8886336128608;
1857;8075;-11836.091827293181;-391.7032727238733;
1858;8069;-11760.46133913073;-390.7152443373022;
1859;h5460h;-11824.805861997638;-389.25819812540993;
1860;8073;-11810.456127909842;-392.375590137861;
1861;8071;-11785.651052542078;-390.0261346761398;
1862;8074;-11835.969279353983;-393.21986627824936;
1863;8076;-11860.96006123566;-394.0554088860877;
1864;8068;-11760.549232107662;-389.19936242362365;
1865;8079;-11860.96206405772;-394.05659813060424;
1866;h5599h;-11964.61629952898;-393.93048715898163;
1867;8078;-11861.107726617862;-392.5358609640491;
1868;8091;-12013.642796505144;-397.5951721991297;
1869;8080;-11887.510127980737;-394.9369988767583;
1870;8082;-11914.685166082118;-394.3143444645646;
1871;8086;-11963.533205850701;-395.93451889844147;
1872;8088;-11988.515976798737;-398.28540299927926;
1873;486;-11861.13438128838;-390.52259471906484;
1874;496;-12113.66779787656;-398.9193837697102;0.0005378981114440977
1875;490s;-11914.861212456344;-392.3610932920639;
1876;8084;-11938.490908438036;-396.62482298810824;
1877;495;-12088.364497187074;-403.64389628599713;0.0002517183912423059
1878;8087;-11963.439658093033;-397.4548269037083;
1879;8090;-12013.495322740248;-399.1135904921438;
1880;492_smpl_1;-12013.61672895415;-395.5285636256948;
1881;493;-12038.440834671324;-402.01268816900625;2.650592394535655e-07
1882;8089;-11988.590774248349;-396.767096337573;
1883;491_smpl_0;-11988.536092685299;-400.3054759109443;
1884;497;-12138.391516702852;-405.3017360819054;
1885;494;-12063.65527517641;-397.23488401448765;0.00043325659159163134
1886;8083;-11914.495580695893;-395.82946802443695;
1887;8085;-11938.559964715869;-395.1022243543747;
1888;#485;-11887.523181445848;-396.89166561242564;
1889;8081;-11887.65934703543;-393.42040230886346;
1890;8101;-12113.423798380034;-402.4153524112851;
1891;8098;-12088.456269696328;-401.6064052951527;
1892;502;-12263.589845100585;-403.7212347640137;0.0002121417417628123
1893;8105;-12163.578644697709;-402.5422027301469;
1894;8093;-12013.497199234445;-399.11300834091605;
1895;500;-12214.188047267398;-402.1496044914345;0.000458575760411517
1896;499;-12188.402530130512;-406.8710431725642;4.95240768365177e-09
1897;8097;-12063.43244832077;-400.7717363519231;
1898;498_smpl_1;-12163.598024004277;-400.5284488215022;
1899;8094;-12038.477254402977;-399.9414142323773;
1900;8096;-12063.545333186374;-399.255753857958;
1901;8099;-12088.52911185189;-400.089529670119;
1902;8100;-12113.575395411597;-400.9009271545136;
1903;8095;-12038.56217935511;-398.42345874335206;
1904;503;-12288.351284353612;-410.1538616946865;
1905;8092;-12013.64221856944;-397.5960337719087;
1906;497_smpl_0;-12138.39154319408;-405.3022306304237;
1907;h5759h;-12124.519257706252;-399.29007474749704;
1908;8102;-12138.40104837017;-403.23362297814265;
1909;8104;-12163.38062887213;-404.0542674288104;
1910;8103;-12138.461946267664;-401.71675259699185;
1911;492;-12013.616945377069;-395.52872941807544;
1912;501;-12238.383703243511;-408.48763707016235;0.00021722485459476913
1913;8112;-12238.402487375217;-406.53997164032796;
1914;8115;-12263.393944249925;-407.37401911975286;
1915;498;-12163.598006172368;-400.52786636876306;
1916;503_smpl_0;-12288.351139426062;-410.1543940606781;
1917;8114;-12263.518034219136;-405.86023184723325;
1918;8118;-12313.37004338605;-409.03370771838553;
1919;8108;-12188.408991115086;-404.88251757208707;
1920;8116;-12288.384171127815;-408.20284294390007;
1921;8109;-12188.547225232722;-403.3689578392912;
