585;38.535710716;-2.03433105015
583;89.8220817292;-0.845047256528
582;114.653275872;5.2802657001
584;64.6143817273;4.06338704032
586;12.7553832119;2.75895368499
587a;-12.1975164183;2.23566733397
588;-37.4736174319;1.56392706248
590;-87.7824367793;0.361156851563
592;-138.295987702;-0.89378532323
591;-112.665816398;-5.84254139571
589;-62.2846922796;-4.50657362282
587;-12.1526052405;-3.2880791137
8305;114.678989491;3.29908015171
8306;114.730916366;1.78124650431
8307;89.8377488229;1.17501963371
8308;89.6718419226;2.69141470349
8309;64.7114673221;2.08584849487
8310;64.7733812767;0.568447968897
8311;38.4110636815;-0.0709189653113
8312;38.2644821394;1.44657945022
h7799h;17.6156339751;2.92043008505
8313;12.80728517;0.82976934426
8314;12.8721927797;-0.688088092936
8315;-12.1704464393;0.221985937778
8316;-12.1062365244;-1.29545723257
