573;13.1323107384;-2.20138744456
571;64.7474219269;-0.952152641807
570;89.4639501483;5.19588507594
572;38.2909656151;3.89007462157
574;-11.9419065183;2.69780061154
576;-61.8953744444;1.47920347953
578;-113.352431386;0.245098260919
580;-163.384278559;-0.932135823333
579;-138.146422638;-5.87449410711
577;-86.7481401028;-4.67215740848
575;-36.6750968384;-3.41533041823
581;-188.270628026;-7.136726299
8277;89.6621687951;3.1986721003
8278;89.6783257439;1.67732255468
8279;64.6903584952;1.07338042954
8280;64.6594316841;2.59447265169
8281;38.283361724;1.94986476943
8282;38.3608017015;0.430367568704
h7660h;28.9034772097;3.74818525461
8283;13.1874558513;-0.184104450793
8284;13.1528633539;1.3363146175
8285;-11.8256984624;0.717486816044
8286;-11.7920935253;-0.803239325493
